firm year DPS_Dummy risk growth mb size cash lev cr re roa tax fix age liquid
114 2009 1 0.1443 0.2109 1.6437 14.385 0.0201 0.2365 2.7138 0.5109 0.3247 8e-04 0.0026 3.989 0.0089
114 2010 1 0.1658 0.2074 2.5587 14.5458 0.0224 0.2371 2.7237 0.5423 0.3498 0.003 0.0055 4.0073 0.047
114 2011 1 0.0841 0.1745 2.3543 14.6693 0.0221 0.2208 2.9467 0.6393 0.3483 0.0025 0.0231 4.0254 0.007
114 2012 1 0.0921 0.129 1.9801 14.6401 0.0059 0.0891 7.0712 0.6823 0.4085 0.0049 0.024 4.0431 0.0107
114 2013 1 0.3809 0.7225 3.5994 15.0096 0.0504 0.1351 5.4679 0.7688 0.4904 0.0015 0.0168 4.0604 0.0583
114 2014 1 0.0172 -0.0697 2.3396 15.1386 0.0041 0.1712 4.3306 0.7879 0.4207 0 0.012 4.0775 0.0349
114 2015 1 0.0177 0.0283 3.0302 15.21 0.0028 0.2033 3.4965 0.7946 0.382 0 0.011 4.0943 0.0406
114 2016 1 0.2517 -0.0589 10.3359 15.3425 0.0038 0.2818 2.4701 0.2493 0.327 0 0.0094 4.1109 0.007
115 2014 1 0.2418 0.52 1.1606 14.3642 0.0417 0.5304 1.1008 0.3048 0.1275 0.128 0.3698 3.8712 0.0558
115 2015 1 0.0152 0.0445 1.2221 14.4814 0.08 0.4878 1.2729 0.4222 0.1166 0.1499 0.3393 3.8918 0.4551
115 2016 1 0.0609 0.4507 2.8887 14.8846 0.0062 0.4181 1.7136 0.3218 0.0809 0.231 0.3611 3.912 0.017
116 2014 1 0.2381 0.2663 1.6642 13.8692 0.0164 0.5337 1.6383 0.6484 0.2704 0.2359 0.1278 2.1972 0.6042
116 2015 1 0.2953 0.19 1.9206 14.126 0.0041 0.6259 1.3418 0.5043 0.1968 0.2339 0.1645 2.3026 0.2883
116 2016 1 0.1062 0.1548 2.7829 14.462 0.0011 0.6659 1.2715 0.9751 0.1577 0.2328 0.1594 2.3979 0.0651
117 2011 1 0.5571 0.3495 1.1921 13.4148 0.0329 0.5391 1.4265 0.3587 0.1608 0 0.098 3.6109 0.317
117 2012 1 0.9382 -0.1313 0.944 13.3123 0.0198 0.5183 1.4309 0.3202 0.0361 0.022 0.1189 3.6376 0.1734
117 2013 1 0.9627 0.4505 1.6635 13.5956 0.0308 0.5226 1.4486 0.4832 0.1429 0.1439 0.1071 3.6636 0.8568
117 2014 1 0.9596 0.5238 1.1355 14.073 0.0358 0.5166 1.3592 0.3836 0.051 0.0259 0.2138 3.6889 0.5831
117 2015 1 0.985 -0.0789 0.97 14.3976 0.0608 0.4577 1.639 0.4062 0.2058 0 0.1774 3.7136 0.216
117 2016 1 1.104 0.4354 1.2958 14.5644 0.0637 0.5484 1.4737 1.4349 0.0213 0 0.1617 3.7377 0.1847
118 2009 1 0.2204 0.0436 0.8779 11.4183 0.0765 0.4388 1.7958 0.4064 0.1537 0.0756 0.216 3.7612 0.0847
118 2010 1 0.6297 0.055 0.9072 11.5069 0.0862 0.505 1.2666 0.1601 0.0541 0.0489 0.4057 3.7842 0.2358
118 2011 1 0.0723 -7e-04 0.8878 11.4981 0.1057 0.4554 1.4178 0.1764 0.0746 0.0873 0.4178 3.8067 0.1341
118 2012 1 0.5669 0.5235 1.0058 11.7867 0.1282 0.5021 1.508 0.3208 0.1306 0.0921 0.306 3.8286 0.0376
118 2013 1 0.2882 0.0816 1.4991 11.7681 0.0422 0.4707 1.5871 0.3491 0.0879 0.0862 0.3149 3.8501 0.2296
118 2014 0 1.538 -0.1159 1.4378 11.704 0.021 0.5097 1.3101 0.2507 -0.0039 0 0.3509 3.8712 0.4959
118 2015 1 11.3137 -0.214 1.233 11.6715 0.0396 0.5001 1.3052 0.0705 0.008 0.145 0.3528 3.8918 0.4446
118 2016 1 0.5051 0.1277 2.8846 11.6752 0.0152 0.5341 1.2358 201.581 0.0165 0.097 0.3381 3.912 1.0223
119 2011 1 0.6663 0.1554 0.9393 14.0888 8e-04 0.857 0.4478 0.5601 0.0054 0.225 0.2398 3.7842 0.2239
119 2012 0 0.0943 0.1251 1.0841 14.1434 7e-04 1.0016 1.0038 38.3779 0.0059 0.178 0.1446 3.8067 0.0049
119 2013 0 1.0897 0.4187 1.1194 14.3532 0.0012 0.9633 1.1781 -0.3171 0.0366 0.0215 0.1314 3.8286 0.0205
119 2014 0 0.5102 0.131 1.2068 14.344 0.0012 0.9626 1.0664 -0.3037 0.0174 0 0.1214 3.8501 0.0515
120 2009 0 -0.3423 -0.1086 1.1238 12.496 0.0611 0.8095 0.4589 -0.2962 -0.0611 0 0.5709 3.2189 0.0055
120 2010 0 -2.3204 0.207 1.141 12.5127 0.0453 0.8001 0.5255 -0.2151 0.0145 0 0.5119 3.2581 0.0711
120 2011 0 0.0712 0.2637 1.1743 12.5449 0.0721 0.8077 0.8147 -0.2229 0.0156 0 0.4578 3.2958 0.0196
120 2012 1 1.2795 0.6728 2.1963 12.8111 0.014 0.6313 1.132 0.5112 0.2391 0.1922 0.4113 3.3322 0.496
120 2013 1 0.4334 0.1914 1.0286 13.0238 0.0427 0.4817 1.6082 0.4863 0.2052 0.1967 0.3635 3.3673 1.6114
120 2014 1 1.091 -0.2236 1.3118 13.178 0.0127 0.6693 1.1309 0.2757 0.0228 0.1862 0.2895 3.4012 0.3649
120 2015 1 0.9626 -0.1047 1.2925 13.1446 0.0085 0.7203 0.9874 0.1139 0.0045 0.0459 0.2754 3.434 0.1985
120 2016 0 -1.4582 -0.152 0.9116 12.9047 0.0434 1.0537 0.6191 -0.809 -0.3702 0 0.3175 3.4657 -2.2786
121 2011 1 0.6221 0.322 1.5672 12.519 0.0356 0.4201 1.2347 0.5839 0.3429 0.0694 0.4007 2.4849 1.1691
121 2012 1 0.8482 0.0154 1.1701 12.4999 0.0124 0.4881 1.1136 0.5195 0.0874 0.1969 0.4713 2.5649 1.117
121 2013 1 0.0108 0.2671 1.9306 12.5393 0.0133 0.4317 0.949 0.3834 0.128 0.1428 0.6014 2.6391 1.1282
121 2014 1 0.2493 0.1941 1.1272 12.773 0.0293 0.6069 0.6206 0.1774 0.0709 0.1977 0.6233 2.7081 0.5764
121 2015 1 0.9758 0.1374 1.1873 12.8818 0.0264 0.5569 0.6944 0.085 0.0195 0.1856 0.62 2.7726 0.7113
121 2016 1 0.8839 0.321 1.9391 12.9596 0.0102 0.5337 0.7683 4.0464 0.0781 0.1985 0.6009 2.8332 2.1391
122 2012 0 -1.7455 0.3119 1.4396 17.7136 0.0637 0.9197 0.6696 -1.1791 0.0041 0.0667 0.4042 3.6376 0.4551
122 2013 0 1.2744 0.2831 1.4436 17.8533 0.068 0.8616 0.7531 -0.0997 0.0694 0.1578 0.3785 3.6636 0.2942
122 2014 0 0.7188 0.0831 0.7116 18.3261 0.014 0.5728 0.7589 5e-04 0.0141 0.1697 0.5797 3.6889 0.0529
122 2015 0 -1.7804 -0.3351 0.9793 18.2725 0.0286 0.7564 0.5608 -0.6157 -0.1298 0 0.5762 3.7136 0.2923
122 2016 0 -1.0293 0.1616 1.2681 18.2139 0.0163 0.8465 0.3934 -1.5463 -0.0915 0 0.6604 3.7377 0.3258
123 2009 1 0.2649 -0.1485 0.8708 13.0806 0.0927 0.5553 1.4059 0.1594 0.0489 0.0796 0.168 3.8501 3e-04
123 2010 1 0.0042 0.0883 0.9042 13.1744 0.0524 0.6087 1.3197 0.1244 0.0449 0.0799 0.1488 3.8712 0.0082
123 2011 1 0.0749 0 0.9198 13.3662 0.0516 0.6709 1.2429 0.1363 0.0334 0.1886 0.149 3.8918 0.0075
123 2012 1 0.948 1.2771 0.9364 13.4845 0.0907 0.7296 1.0919 0.0651 0.0059 0 0.169 3.912 2e-04
123 2013 1 1.2756 0.3348 1.0937 13.6044 0.102 0.649 1.2668 0.3515 0.1007 0.1937 0.1534 3.9318 0.5292
123 2014 1 0.6326 0.4339 1.3451 13.7277 0.1157 0.4355 2.0221 0.6435 0.233 0.1764 0.1233 3.9512 1.2309
123 2015 1 0.6582 -0.1375 0.86 13.8877 0.1306 0.3546 2.6466 0.6073 0.1553 0.1758 0.0933 3.9703 0.9724
123 2016 1 0.0038 0.0464 2.0705 14.026 0.074 0.4263 2.2435 0.8642 0.1344 0.1666 0.0729 3.989 0.3279
124 2015 1 0.3696 0.1562 0.6131 12.0053 0.0355 0.234 3.2076 0.5875 0.1158 0.1961 0.1997 3.912 0.1166
124 2016 1 0.132 0.1895 1.1884 12.1147 0.0203 0.2466 3.4462 0.5476 0.1252 0.0868 0.1561 3.9318 0.0215
125 2014 1 0.2828 0.2604 1.4979 14.0945 0.0179 0.6884 0.9619 0.3877 0.0583 0.2177 0.191 3.9318 0.2439
125 2015 1 0.2828 -0.2112 1.5814 14.0799 0.0185 0.6528 0.8636 0.4367 0.0395 0 0.1881 3.9512 0.1014
125 2016 0 2.5746 -0.0732 1.4647 14.1557 0.0143 0.5895 0.8081 -21.5143 -0.0319 0 0.1621 3.9703 0.13
126 2012 0 1.9699 0.0226 1.3409 11.0836 0.022 0.7302 1.1436 0.0603 -0.0206 0 0.1571 2.8332 0.2355
126 2013 1 1.6199 0.3173 1.1084 11.2111 0.0439 0.4991 1.7221 0.5545 0.2665 0.0439 0.1329 2.8904 1.4258
126 2014 1 0.5739 0.2131 0.7445 11.1643 0.1405 0.4251 2.1232 0.5933 0.1181 0.2229 0.0896 2.9444 0.3934
126 2015 1 0.3737 0.1474 0.9254 11.2531 0.0032 0.4636 1.9624 0.6011 0.0628 0.2086 0.0829 2.9957 0.8619
126 2016 1 0.0155 -0.8697 1.7112 11.0631 0.2726 0.2888 3.3365 0.5198 0.0744 0.2312 0.0291 3.0445 0.077
127 2009 1 0.5649 -0.2858 0.9088 13.4777 0.0148 0.6233 1.2651 0.1241 0.0307 0.1594 0.2587 3.091 0.077
127 2010 1 0.3199 0.3818 0.8911 13.576 0.012 0.641 1.2945 0.1316 0.0176 0.1968 0.2164 3.1355 0.0769
127 2011 0 -2.5217 -0.0765 1.0456 13.5965 0.0249 0.7227 1.1049 -0.1014 -0.0611 0 0.2401 3.1781 0.1272
127 2012 0 -5.0548 0.5912 0.8424 13.6182 0.0365 0.6948 1.1898 0.0197 0.0338 0.0686 0.2157 3.2189 0.0333
127 2013 1 0.5728 0.376 1.0733 13.7599 0.0229 0.666 1.2873 0.2156 0.0691 0.1781 0.1966 3.2581 0.6521
127 2014 1 0.0069 0.2359 1.1291 13.8652 0.0131 0.6569 1.2795 0.3036 0.0627 0.2248 0.2207 3.2958 0.8718
127 2015 1 0.9302 -0.2693 1.1053 13.9918 0.0332 0.7132 1.2423 0.2661 0.0113 0.2237 0.1765 3.3322 0.4386
127 2016 1 0.0832 0.1141 1.5678 13.9943 0.1823 0.7476 1.2314 4.2064 0.0129 0.2172 0.1572 3.3673 0.7544
128 2009 1 0.2764 0.0909 0.9201 13.3736 0.2239 0.6934 1.0363 0.1913 0.0638 0.2012 0.3422 2.4849 0.2677
128 2010 1 0.0646 0.2422 1.0205 13.5445 0.253 0.7467 1.0831 0.1702 0.059 0.0846 0.2616 2.5649 0.2547
128 2011 1 0.0424 0.0283 0.9484 13.615 0.3216 0.7586 1.1094 0.1888 0.0518 0 0.24 2.6391 0.1223
128 2012 0 1.3112 -0.1481 0.9481 13.6784 0.034 0.8159 1.0928 0.0015 0.0018 0 0.2053 2.7081 0.0946
128 2013 1 1.1483 0.3537 1.5488 13.4672 0.0258 0.7712 1.2168 0.0075 0.0218 0 0.2182 2.7726 0.7503
128 2014 1 0.3875 0.5495 1.1923 13.5909 0.0265 0.7653 1.3465 0.1452 0.034 0 0.1673 2.8332 1.3384
128 2015 0 -11.936 -0.03 1.0716 13.8378 0.0943 0.6293 1.344 -0.2124 -0.1025 0 0.3555 2.8904 2.1836
128 2016 0 -0.006 0.2808 0.9632 13.8611 0.0536 0.7391 1.1191 -2.3858 -0.1013 0 0.3583 2.9444 3.2242
129 2014 1 0.0641 0.2936 1.4168 14.1037 0.0265 0.8118 1.0733 0.5347 0.1056 0.2082 0.1634 3.434 0.0511
129 2015 0 2.6744 -0.0618 1.3253 14.2929 0.0594 0.9379 0.9452 -0.1663 -0.027 0 0.1308 3.4657 0.0441
129 2016 0 -0.9693 -0.3999 0.2036 13.9417 0.0019 1.2247 0.6824 -0.2857 -0.205 0 0.1733 3.4965 -0.0468
130 2009 1 0.0136 0.0946 0.8861 15.7077 0.0704 0.648 1.4156 0.4347 0.1518 0.134 0.0782 3.8286 0.4059
130 2010 1 0.1178 0.1872 1.0992 16.059 0.0558 0.726 1.2841 0.489 0.0903 0.1555 0.0515 3.8501 0.7799
130 2011 1 1.2995 0.0417 2.0048 16.2623 0.0238 0.7329 1.2568 0.2428 0.0063 0.1129 0.0415 3.8712 0.8798
130 2012 0 -1.8585 -0.1412 0.8736 16.1196 0.1625 0.7404 1.3776 0.0307 -0.053 0 0.0475 3.8918 0.2507
130 2013 1 -2.3065 0.2176 1.096 15.8589 0.1462 0.6569 1.3635 0.0459 0.0165 0 0.1142 3.912 1.1386
130 2014 0 1.2627 -0.2321 1.1593 15.8949 0.0698 0.6808 1.5431 0.0105 9e-04 0 0.087 3.9318 1.2485
130 2015 0 -2.1856 0.1317 1.2987 16.3943 0.0957 0.578 1.2388 -0.0169 -0.0061 0 0.2945 3.9512 0.736
130 2016 0 -11.7851 0.0392 0.9279 16.5022 0.0191 0.6581 1.0153 -8.6818 0.0043 0 0.2604 3.9703 1.8556
131 2013 1 0.5926 0.1166 0.9935 13.0948 0.2929 0.3266 2.723 0.4782 0.3019 0.2081 0.0928 2.7726 0.8108
131 2014 1 0.2355 -0.2772 1.501 13.0275 0.2854 0.3187 2.7117 0.3827 0.2306 0.1543 0.0845 2.8332 0.2207
131 2015 1 0.204 0.1415 1.5953 12.9106 0.3199 0.2832 2.7592 0.3269 0.194 0.1563 0.1615 2.8904 0.2463
131 2016 1 0.581 0.5392 4.4737 13.4525 0.2984 0.4063 1.607 0.8374 0.2701 0.0885 0.1301 2.9444 0.4371
132 2009 1 0.3635 0.2384 1.7544 13.1148 0.4292 0.7683 1.074 0.5227 0.0962 0.2215 0.1153 2.4849 0.0035
132 2010 1 0.4611 1.2909 1.6736 13.4057 0.2787 0.7607 1.0966 0.6537 0.1414 0.1522 0.1201 2.5649 0.0035
132 2011 1 0.2163 0.2426 0.9768 13.4982 0.0031 0.7159 1.3774 0.7341 0.1755 0.0689 0.2577 2.6391 0.0113
132 2012 1 0.4307 0.2212 1.0185 14.2323 6e-04 0.8136 0.9746 0.6112 0.0898 0.0705 0.1643 2.7081 0.0025
132 2013 1 0.4079 0.6196 2.7219 14.2921 0.0034 0.7167 0.9811 0.7589 0.1531 0.055 0.2593 2.7726 0.0075
132 2014 1 0.1328 0.572 1.6805 14.6168 0.0016 0.744 1.1829 0.8072 0.1336 0.0469 0.2542 2.8332 0.0128
132 2015 1 0.0333 -0.1821 1.7524 14.5053 0.0049 0.6633 1.1993 0.8361 0.1425 0.0508 0.3147 2.8904 0.0068
132 2016 1 0.2191 0.1629 7.0202 14.6759 0.0031 0.7225 0.9855 0.1832 0.0879 0.0669 0.2787 2.9444 0.0011
133 2009 1 0.0673 -0.0604 0.9351 12.4366 0.0062 0.5783 1.3374 0.5678 0.0775 0.2204 0.1922 3.5553 0.0583
133 2010 1 0.3056 0.2502 0.9842 12.7159 0.0044 0.705 0.9156 0.5328 0.0377 0.2194 0.3267 3.5835 0.0103
133 2011 1 0.2291 0.3421 0.8671 12.9067 0.0018 0.7405 1.0124 0.5612 0.0433 0.2193 0.4377 3.6109 0.0085
133 2012 1 0.0356 0.2571 0.6724 13.341 0.0035 0.3864 0.9071 0.1628 0.0294 0.225 0.6995 3.6376 0.0168
133 2013 1 0.7379 0.4419 1.4979 13.6009 0.1897 0.4683 1.417 0.2483 0.0712 0.2625 0.4755 3.6636 0.063
133 2014 1 0.202 0.1071 1.5963 13.6241 0.1544 0.4838 1.4811 0.2383 0.0524 0.2665 0.4401 3.6889 0.0221
133 2015 1 0.1046 0.0036 1.2042 13.7106 0.0018 0.5148 1.4206 0.2512 0.0556 0.2254 0.3824 3.7136 0.0197
133 2016 1 0.4177 0.1184 1.4181 13.958 0.0063 0.5936 1.1605 2.1764 0.0799 0.2345 0.3766 3.7377 0.0056
134 2014 0 -1.5007 0.8835 1.1997 18.1098 0.0196 0.8581 0.4863 -0.7778 0.0031 0 0.1882 3.6636 0.275
134 2015 0 1.2099 -0.1562 1.3044 18.5346 0.0267 0.6552 0.4814 -0.043 0.0584 0 0.1204 3.6889 0.1664
134 2016 1 0.3054 0.5479 1.0418 19.0506 0.0415 0.7373 0.5992 4.5824 0.0541 0 0.0821 3.7136 0.388
135 2013 0 -1.0669 0.1152 1.3176 13.6145 0.0531 0.9235 1.058 -0.7583 -0.0184 0 0.1627 3.091 1.1784
135 2014 0 -0.8696 0.3796 1.4165 13.8776 0.0243 1.0127 0.9886 9.1693 -0.0591 0 0.1177 3.1355 1.2406
135 2015 0 -1.0602 -0.0532 1.4042 14.4852 0.006 0.6152 0.8725 -0.3739 -0.047 0 0.5277 3.1781 0.1794
135 2016 0 -1.5117 0.2824 0.953 14.5332 0.0295 0.6569 0.8828 -3.1027 0.0015 0 0.502 3.2189 2.6903
136 2009 0 1.1273 0.1984 0.9953 16.2273 0.1092 0.9431 0.8551 -0.0456 0.0011 0 0.0237 3.7842 0.0279
136 2010 0 -1.4532 -0.2479 1.0751 16.2877 0.0915 1.0321 0.9623 2.7431 -0.0783 0 0.089 3.8067 0.0936
136 2011 0 -1.7204 0.9732 1.0956 16.1731 0.0757 1.0335 0.9617 2.8743 0.0086 0 0.0795 3.8286 0.1403
136 2012 0 -1.9747 -0.535 1.0161 16.046 0.0524 0.9827 0.9811 -10.5133 -0.0589 0 0.087 3.8501 0.2332
136 2013 0 -0.1619 -0.5201 1.3229 16.0608 0.0684 1.2624 0.6852 1.8728 -0.2554 0 0.0813 3.8712 2.905
136 2014 0 -0.5122 2.3947 1.5297 16.229 0.0896 1.3162 0.6551 1.6123 -0.1011 0 0.0894 3.8918 1.1832
136 2015 0 -0.5476 -0.4763 1.7557 16.2165 0.0406 1.333 0.4502 2.2461 -0.2318 0 0.3108 3.912 2.397
136 2016 0 -0.1837 0.4338 1.195 16.1535 0.061 1.7958 0.3412 -0.2408 -0.2386 0 0.1466 3.9318 -0.3084
137 2014 0 -0.6365 0.4328 1.3 12.5034 0.0602 0.8781 1.0745 -1.3458 -0.0926 0 0.127 2.8332 1.8195
137 2015 0 -0.0409 -0.006 2.0483 12.2003 0.0726 1.0478 0.9001 9.0933 -0.1182 0 0.1509 2.8904 1.6928
137 2016 0 -1.4569 0.3471 1.1686 12.4492 0.0527 0.6622 1.6655 -0.7859 0.0042 0 0.1303 2.9444 3.2451
138 2012 1 0.2096 0.2515 1.7935 13.3973 0.049 0.4621 1.8615 0.767 0.32 0.2265 0.1801 2.3026 0.0945
138 2013 1 0.3736 0.7316 3.1453 13.875 0.0173 0.4312 1.9298 0.8385 0.4091 0.2264 0.2086 2.3979 0.2226
138 2014 1 0.4449 0.3058 1.4545 14.2075 0.0111 0.4852 1.7182 0.7257 0.3399 0.2392 0.1816 2.4849 0.0856
138 2015 1 0.2099 0.1549 2.3757 14.582 0.0105 0.5563 1.5402 0.6544 0.26 0.2265 0.1544 2.5649 0.0857
138 2016 1 0.3541 0.0305 3.8743 14.8507 0.0069 0.6305 1.3776 0.7577 0.1707 0.1948 0.1446 2.6391 0.0447
139 2009 1 0.2834 -0.0466 0.9635 12.7971 9e-04 0.5462 1.1622 0.6364 0.0858 0 0.059 3.8918 0.0553
139 2010 1 0.3069 0.2645 1.0477 12.7765 0.0024 0.5705 0.5217 0.6079 0.0564 0 0.0539 3.912 0.0422
139 2011 1 0.4304 0.1708 0.9502 12.7623 0.0096 0.5223 0.8345 0.6424 0.1072 0.0604 0.0475 3.9318 0.0272
139 2012 1 0.2088 0.1897 1.1 12.7385 8e-04 0.4424 0.8737 0.6862 0.1478 0.0437 0.0442 3.9512 0.0204
139 2013 1 0.0295 -0.4522 2.4532 12.7173 0.0015 0.4157 1.0017 0.6942 0.1448 0.1428 0.0546 3.9703 0.0511
139 2014 1 1.0015 7.7053 1.4953 13.247 0.001 0.2433 0.9639 0.861 0.4988 0.0275 0.0405 3.989 0.0354
139 2015 1 0.9131 -0.6536 1.3335 13.4294 0.0205 0.3517 0.9183 0.8648 0.0895 0.1176 0.1261 4.0073 0.0179
139 2016 1 0.1044 15.2835 11.1384 13.309 0.0262 0.2326 1.245 0.1345 0.117 0.1243 0.1412 4.0254 0.0059
140 2009 1 0.4349 0.1164 0.9915 12.1143 0.1248 0.657 1.5772 0.255 0.0827 0.1471 0.4152 2.6391 0.1346
140 2010 1 0.3928 0.1152 1.4171 12.174 0.1242 0.6335 1.2411 0.3414 0.1377 0.1257 0.3478 2.7081 0.7737
140 2011 1 0.1261 0.2962 1.9729 12.3821 0.0911 0.6742 1.276 0.3983 0.1356 0.1793 0.2549 2.7726 1.0877
140 2012 1 0.6673 0.7935 2.952 12.8766 0.2448 0.6519 1.8657 0.6565 0.2275 0.199 0.1956 2.8332 0.5279
140 2013 1 0.2609 0.3206 4.5215 13.4969 0.1694 0.7508 1.2857 0.742 0.1777 0.1972 0.1641 2.8904 1.0035
140 2014 1 0.1378 -0.153 3.0448 13.3632 0.0216 0.7419 1.2428 0.7153 0.167 0.1625 0.2111 2.9444 0.1218
141 2009 1 0.4678 -0.3105 0.9812 12.351 0.1233 0.561 1.7198 0.198 0.0842 0.2189 0.0551 3.7136 0.0315
141 2010 1 0.0811 0.0928 0.9132 12.2666 0.0807 0.4392 2.3426 0.3169 0.1027 0.1348 0.051 3.7377 0.2857
141 2011 1 0.1286 -0.0543 0.9799 12.2865 0.0572 0.4719 2.1367 0.2889 0.1209 0.1395 0.0486 3.7612 0.1201
141 2012 1 0.2222 0.5592 0.9099 12.5621 0.0636 0.5424 1.8376 0.377 0.1259 0.2079 0.0426 3.7842 0.142
141 2013 1 0.0937 0.1113 1.4585 12.7288 0.0709 0.5501 1.7716 0.4636 0.1216 0.2156 0.0626 3.8067 0.9564
141 2014 1 0.3476 -0.0373 1.2216 12.8012 0.1458 0.569 1.6272 0.4792 0.0685 0.2096 0.0753 3.8286 0.9781
141 2015 1 0.2552 0.1421 1.122 12.882 0.0734 0.379 2.4928 0.3489 0.1822 0.1003 0.064 3.8501 0.4367
141 2016 1 0.7796 -0.1412 2.404 12.9845 0.0423 0.4451 2.1685 1.811 0.0477 0.112 0.0519 3.8712 0.4626
142 2009 0 -0.1108 -0.2244 1.2863 11.5756 0.0154 1.104 0.4539 1.9932 -0.1131 0 0.3515 3.091 3e-04
143 2015 0 0.6437 -0.0033 1.45 12.4804 0.1847 0.785 1.1243 -0.7806 0.1602 0.1626 0.1646 3.9318 0.2349
143 2016 0 0.5172 0.0985 1.098 12.7812 0.0294 0.8234 1.018 -2.6332 0.0552 0.1894 0.2036 3.9512 0.0108
144 2009 1 0.0328 0.3287 1.1761 14.3665 0.042 0.5649 0.8989 0.5483 0.197 0.073 0.8037 3.5553 0.2985
144 2010 1 0.1809 -0.0161 1.1705 14.4828 0.0223 0.6528 0.4606 0.5108 0.1355 0.037 0.8386 3.5835 0.0739
144 2011 1 0.6041 0.4769 1.2495 14.5062 0.0097 0.6613 0.5566 0.3521 0.0686 0.132 0.7651 3.6109 0.0494
144 2012 1 0.5738 0.4484 1.2938 14.5105 0.0605 0.5795 0.7154 0.4777 0.1615 0.1268 0.6918 3.6376 0.0664
144 2013 1 0.3881 0.3572 1.9336 14.6581 0.0605 0.4592 0.9457 0.6496 0.2448 0.1102 0.6631 3.6636 0.0962
144 2014 1 0.0471 0.0112 1.5361 14.6281 0.0236 0.443 0.8423 0.6495 0.2695 0.1201 0.6135 3.6889 0.0389
144 2015 1 0.8882 -0.3789 1.3059 14.5396 0.0066 0.5673 0.6742 0.5071 0.0673 0.1366 0.5964 3.7136 0.0101
144 2016 1 0.0915 0.1007 2.238 14.4758 0.0091 0.593 0.722 1.1506 0.0817 0.1529 0.5511 3.7377 0.0356
145 2010 1 0.0601 -0.0247 1.8447 13.3291 0.1403 0.3658 1.6754 0.6437 0.2799 0.1793 0.2831 3.8067 4e-04
145 2011 1 0.0101 0.1009 1.4601 13.4103 0.0926 0.3925 1.6154 0.6571 0.2543 0.1614 0.2758 3.8286 4e-04
145 2012 1 0.0761 0.1835 1.4333 13.4672 0.0809 0.3782 1.9203 0.6835 0.2676 0.156 0.2413 3.8501 0.0027
145 2013 1 0.5133 0.2978 4.6525 13.5409 0.1106 0.4196 1.7397 0.4908 0.306 0.1826 0.2444 3.8712 0.0495
145 2014 1 0.0343 0.0886 3.5307 13.7379 0.0307 0.5143 1.2124 0.4987 0.2394 0.193 0.3341 3.8918 0.0133
145 2015 1 0.8319 -0.0992 3.0278 13.9707 0.0701 0.6419 0.8617 0.4612 0.0491 0.1979 0.3967 3.912 0.0348
145 2016 1 0.1917 0.3176 4.946 14.0505 0.0497 0.6476 0.6661 0.9074 0.0597 0.1579 0.442 3.9318 0.021
146 2014 0 -0.5238 -1 1.0705 14.7413 4e-04 0.8969 0.041 -1.3133 -0.0041 0 0.9629 2.3979 0.2925
147 2009 1 0.1936 0.9428 1.1538 14.5887 0.0134 0.7342 0.6674 0.2511 0.0559 0.1896 0.7709 3.1781 0.0444
147 2010 1 0.1439 0.1775 1.2277 14.5628 0.0195 0.7095 0.7242 0.2971 0.0704 0.1982 0.7619 3.2189 0.0159
147 2011 1 0.1881 0.0561 1.1678 14.573 0.0263 0.7001 0.7793 0.326 0.0534 0.1773 0.704 3.2581 0.0025
147 2012 1 0.4905 0.2409 1.0814 14.5842 0.0341 0.675 0.8566 0.3849 0.1088 0.1017 0.6555 3.2958 0.0224
147 2013 1 0.3328 0.4524 1.5379 14.8402 0.071 0.6209 1.0728 0.5917 0.1359 0.0943 0.6302 3.3322 0.0676
147 2014 1 0.3429 -0.0957 1.3884 14.7925 0.0269 0.6483 1.3313 0.5385 0.087 0.075 0.5611 3.3673 0.003
147 2015 1 0.64 -0.2261 1.2437 14.7373 0.0762 0.7498 0.9449 0.3144 0.0347 0.0224 0.5316 3.4012 0.0043
147 2016 1 0.4976 0.0348 2.0522 14.7165 0.0963 0.7879 0.8261 4.3027 0.0737 0.0612 0.5108 3.434 0.0358
148 2009 1 0.2361 0.2505 1.8254 12.9773 0.1428 0.3936 1.517 0.7693 0.4373 0.142 0.4026 3.434 0.0707
148 2010 1 0.0883 0.1786 1.7043 13.0995 0.0575 0.4923 1.0228 0.7562 0.3639 0.1093 0.3858 3.4657 0.0591
148 2011 1 0.1036 0.2114 1.912 13.1721 0.0497 0.5017 0.8933 0.7689 0.3679 0.1005 0.4374 3.4965 0.0344
148 2012 1 0.3716 0.2606 2.1043 13.3812 0.1589 0.3488 1.5487 0.8566 0.5113 0.067 0.3734 3.5264 0.0766
148 2013 1 0.3009 0.2168 3.3453 13.6097 0.1004 0.2403 2.3001 0.9022 0.6268 0.0711 0.2905 3.5553 0.2732
148 2014 1 0.0978 0.0189 2.5224 13.598 0.0745 0.3014 1.851 0.8923 0.5521 0.0891 0.307 3.5835 0.0693
148 2015 1 0.7746 -0.3461 1.4833 13.7011 0.1093 0.6209 0.9634 0.8211 0.1455 0.1188 0.324 3.6109 0.0358
148 2016 1 0.0236 0.1931 6.1849 13.7725 0.1623 0.6575 0.8652 0.2055 0.1401 0.1626 0.3003 3.6376 0.0187
149 2010 1 0.0844 -0.0124 1.2528 15.2338 0.0477 0.3556 0.9405 0.4575 0.2026 0.1488 0.2539 4.0254 0.0797
