firm year DPS_Dummy risk growth mb size cash lev cr re roa tax fix age liquid
149 2011 1 0.1771 0.1215 1.119 15.4252 0.0337 0.4606 0.7442 0.3883 0.1486 0.1409 0.252 4.0431 0.0275
149 2012 1 0.0574 0.247 1.1211 15.5746 0.0294 0.496 0.5568 0.4362 0.1392 0.1489 0.2725 4.0604 0.0316
149 2013 1 0.3748 0.0631 1.5806 15.8431 0.0387 0.47 0.8063 0.5517 0.2133 0.0686 0.3109 4.0775 0.32
149 2014 1 0.2999 0.0119 1.0903 15.9632 0.0286 0.5552 0.6692 0.4947 0.123 0.0025 0.3575 4.0943 0.1887
149 2015 1 0.6572 -0.3263 1.0636 16.0076 0.0111 0.6176 0.5107 0.4378 0.0429 0 0.3997 4.1109 0.2959
149 2016 1 0.303 0.1858 1.5683 16.0158 0.0119 0.5591 0.6593 0.8514 0.0659 0.1832 0.4522 4.1271 0.0625
150 2009 1 0.2229 0.1619 1.1551 13.1704 0.0831 0.4047 1.1093 0.5789 0.3172 0.2224 0.4248 3.1355 0.0641
150 2010 1 0.1939 -0.0236 1.2457 13.2884 0.0568 0.5101 0.8009 0.5246 0.2127 0.1933 0.4897 3.1781 0.0902
150 2011 1 0.3152 0.1913 1.1242 13.4029 0.0575 0.6181 0.8862 0.4561 0.1205 0.2165 0.4584 3.2189 0.0449
150 2012 1 0.3717 0.2478 1.0766 13.4203 0.0569 0.5434 1.145 0.5529 0.2028 0.165 0.4274 3.2581 0.0264
150 2013 1 0.3902 0.2872 2.2245 13.6174 0.1435 0.5144 1.4008 0.6548 0.2936 0.1735 0.321 3.2958 0.2967
150 2014 1 0.0138 0.1867 1.6079 13.7392 0.1251 0.5262 1.3089 0.6868 0.265 0.1798 0.3297 3.3322 0.052
150 2015 1 0.0656 0.0281 1.6299 13.9015 0.1807 0.5526 1.2826 0.718 0.2472 0.1855 0.2858 3.3673 0.0104
150 2016 1 0.3388 -0.0117 3.9189 13.8292 0.1949 0.615 1.1594 0.4944 0.163 0.2023 0.3105 3.4012 0.0042
151 2009 1 0.4683 -0.098 1.0355 14.0146 0.0203 0.7207 0.3006 0.2742 0.0567 0.1847 0.8452 3.091 0.0561
151 2010 1 0.3022 0.0806 1.0137 13.9081 0.0189 0.6986 0.2433 0.245 0.0408 0.1878 0.8573 3.1355 0.0238
151 2011 1 0.5511 0.2132 1.0985 13.8929 0.0242 0.6451 0.5134 0.3401 0.0945 0.197 0.7706 3.1781 0.1741
151 2012 1 0.0825 0.0518 1.0212 14.0213 0.0504 0.6784 0.5527 0.3597 0.0935 0.2178 0.7425 3.2189 0.1618
151 2013 1 0.2976 0.3689 1.8431 13.9605 0.0275 0.516 0.8711 0.5478 0.1521 0.1837 0.6903 3.2581 0.1091
151 2014 1 0.1369 -0.0893 1.3769 13.9338 0.0178 0.5377 0.9533 0.5138 0.1287 0.1609 0.6088 3.2958 0.099
151 2015 0 4.207 -0.4266 1.1624 13.8775 0.0456 0.7291 0.6328 0.1221 -0.0678 0 0.623 3.3322 0.0169
151 2016 1 -72.3606 0.3006 2.2405 13.9927 0.0838 0.702 0.7466 2.2366 0.0581 0.1922 0.5104 3.3673 0.0357
152 2016 1 0.555 -0.0188 1.636 15.0588 0.0396 0.6989 0.6434 1.9789 0.0513 0.1039 0.5281 3.2958 0.0429
153 2011 1 0.2772 0.092 1.3428 14.0417 0.0763 0.3998 0.8647 0.4519 0.2049 0 0.3114 3.1781 0.0036
153 2012 1 0.1104 0.1018 1.4534 14.0592 0.0086 0.3418 0.9504 0.5088 0.2354 0 0.3191 3.2189 0.0447
153 2013 1 0.2087 0.1791 1.103 14.2659 0.0116 0.3131 1.3977 0.5412 0.2277 0 0.3491 3.2581 0.4897
153 2014 1 0.1962 0.1291 0.9624 14.3591 0.0133 0.3297 1.4869 0.4359 0.1569 0 0.311 3.2958 0.1104
153 2015 1 0.5652 -0.2001 0.9092 14.4144 0.0155 0.2926 1.799 0.2545 0.0954 0.0747 0.2745 3.3322 0.0622
153 2016 1 0.3815 -0.0049 1.2931 14.3779 0.0121 0.2407 2.2988 2.4487 0.0568 0.0639 0.271 3.3673 0.1633
154 2009 1 0.096 0.1037 1.5171 13.7332 0.1763 0.2594 1.8185 0.5162 0.3381 0.007 0.3828 1.6094 0.0209
155 2009 1 0.1177 0.0977 1.4552 13.4628 0.0832 0.6723 0.6798 0.6178 0.195 0.151 0.4026 2.3979 0.2506
155 2010 1 0.1084 0.1053 1.36 13.469 0.0541 0.6973 0.6138 0.5889 0.1661 0.134 0.3917 2.4849 0.2447
155 2011 1 0.1729 0.165 1.2099 13.5398 0.0276 0.7438 0.5624 0.5475 0.1211 0.11 0.3794 2.5649 0.2297
155 2012 1 0.0668 0.1362 1.2249 13.6291 0.0349 0.7596 0.6878 0.5589 0.1217 0.1088 0.3406 2.6391 0.4543
155 2013 1 0.2574 0.325 2.3205 13.763 0.0282 0.769 0.7842 0.5984 0.1538 0.1057 0.3012 2.7081 1.4021
155 2014 1 1.0195 -0.0155 1.9041 13.8702 0.0775 0.8715 0.7386 0.3514 0.0224 0 0.2704 2.7726 0.225
155 2015 0 17.1906 -0.3097 1.1839 14.2563 0.0419 0.6983 0.5554 -0.3858 -0.1038 0 0.5531 2.8332 0.0552
155 2016 0 -0.0867 0.0688 0.9708 14.2908 0.0472 0.788 0.5443 -2.0783 -0.0884 0 0.5184 2.8904 2.1646
156 2009 1 0.1041 -0.0073 0.988 15.285 0.0759 0.5628 0.769 0.3054 0.0978 0.0306 0.4751 3.6889 0.0319
157 2009 1 0.2321 0.7008 1.0681 14.3761 0.0071 0.6797 0.4352 0.4119 0.1124 0.0882 0.7788 3.2189 0.0973
157 2010 1 0.2696 0.4502 1.1305 14.3707 0.0092 0.6115 0.7166 0.5125 0.1661 0.0447 0.7376 3.2581 0.0749
157 2011 1 0.3934 0.0407 1.1989 14.3518 0.0136 0.5492 0.873 0.3612 0.1434 0.0551 0.6887 3.2958 0.0627
157 2012 1 0.1232 0.1549 1.1413 14.4767 0.0053 0.6024 0.9171 0.3573 0.1507 0.1463 0.6917 3.3322 0.0999
158 2009 1 0.0547 0.0225 0.9349 15.0537 0.0085 0.5767 0.6392 0.3829 0.0911 0.0672 0.0614 4.0254 0.054
159 2009 1 0.6484 0.6752 0.7799 14.6667 0.0118 0.3943 0.6188 0.3919 0.0657 0.1579 0.3773 4.0073 0.0242
159 2010 1 0.0618 -0.0099 0.7449 14.6677 0.0285 0.3813 0.6268 0.3989 0.0717 0.0909 0.3443 4.0254 0.1207
159 2011 1 0.0172 0.1793 0.77 15.0387 0.0315 0.5408 0.633 0.2709 0.0506 0.0572 0.5349 4.0431 0.0371
159 2012 1 0.2037 0.3307 0.7946 14.7257 0.0296 0.359 1.0099 0.4385 0.0927 0.1308 0.3103 4.0604 0.0407
159 2013 1 0.477 0.072 1.3167 14.8722 0.0195 0.3598 0.8591 0.5061 0.1614 0.0707 0.2304 4.0775 0.149
159 2014 1 0.0908 0.0594 1.0162 14.7454 0.0802 0.2454 1.8358 0.5243 0.2081 0.0451 0.2252 4.0943 0.0826
159 2015 1 0.6179 -0.221 0.9165 14.8201 0.009 0.3784 1.2084 0.4641 0.0758 0 0.1949 4.1109 0.0684
160 2012 1 2.0764 0.5897 0.9679 14.707 0.0497 0.6574 0.341 0.2804 0.0963 0.1194 0.7403 3.8286 0.033
160 2013 1 0.2496 0.1944 1.6888 14.7178 0.0124 0.5764 0.4427 0.4206 0.1362 0.187 0.7145 3.8501 0.0416
160 2014 1 0.0361 0.1642 1.5297 14.7065 0.0102 0.5638 0.6811 0.431 0.1448 0.1895 0.6497 3.8712 0.0381
160 2015 1 1.0698 -0.2777 1.2731 14.6732 0.0036 0.7056 0.4389 0.1285 0.0209 0.0347 0.6754 3.8918 0.0181
160 2016 1 1.322 -0.2194 1.5032 14.6703 0.0112 0.7323 0.4714 22.6842 6e-04 0 0.6484 3.912 0.0558
161 2009 1 0.0054 0.7873 0.9387 14.1122 0.0692 0.7009 0.7112 0.2337 0.0584 0.1381 0.7121 3.5835 0.0101
161 2010 1 0.5797 0.3402 1.0188 14.0826 0.0768 0.5858 0.7179 0.39 0.1439 0.1332 0.7068 3.6109 0.1765
161 2011 1 0.1611 0.0781 1.1335 14.0386 0.0746 0.519 0.7422 0.4511 0.189 0.0976 0.6661 3.6376 0.1716
161 2012 1 0.1748 0.2886 1.4541 14.056 0.0646 0.4795 0.7738 0.5016 0.2379 0.0798 0.6225 3.6636 0.3092
161 2013 1 0.2625 0.2419 2.1253 14.1467 0.0885 0.3689 1.4755 0.6245 0.3164 0.0935 0.5824 3.6889 0.6559
161 2014 1 0.2287 -0.0447 1.3681 14.127 0.0692 0.4403 1.2365 0.5682 0.233 0.1031 0.5281 3.7136 0.177
161 2015 1 0.6088 -0.2348 1.1916 14.1359 0.0689 0.5741 0.9031 0.4376 0.0919 0.0802 0.4727 3.7377 0.1029
161 2016 1 0.1584 -0.0219 1.9305 14.1331 0.062 0.615 0.8082 1.5087 0.0736 0.1466 0.4624 3.7612 0.0753
162 2013 0 0.6061 0 1.0458 15.142 0.0019 0.7422 0.1325 0.0211 6e-04 0 0.9753 1.9459 0.3239
162 2014 0 -7.0711 -1 0.9398 15.2359 0.0039 0.7292 0.1368 0.0155 -8e-04 0 0.9757 2.0794 0.0577
163 2009 1 0.0107 0.0716 1.8716 12.8308 0.0861 0.5173 0.7302 0.695 0.3201 0.1841 0.4463 1.9459 0.0032
163 2010 1 0.1214 0.1282 2.1175 12.8937 0.0487 0.5814 0.6627 0.6697 0.253 0.1786 0.4272 2.0794 0.0025
163 2011 1 0.138 0.1597 1.7064 13.1045 0.0282 0.6837 0.4263 0.646 0.1685 0.1653 0.5287 2.1972 0.001
163 2012 1 0.1683 0.1801 1.9834 13.1776 0.0281 0.6693 0.4459 0.6853 0.1989 0.1721 0.5318 2.3026 0.0067
163 2013 1 0.8167 0.3916 0.6934 13.4055 0.0882 0.414 1.2191 0.3712 0.1976 0.1857 0.4009 2.3979 0.0047
163 2014 1 0.1977 0.3215 3.463 13.5946 0.0455 0.4595 0.9721 0.4156 0.2167 0.1441 0.3344 2.4849 0.0057
163 2015 1 0.2698 -0.2993 2.9479 13.6272 0.0556 0.4764 0.9091 0.4091 0.1425 0.1289 0.4466 2.5649 0.001
163 2016 1 0.1756 -0.1009 3.4327 13.8419 0.0729 0.6157 0.7503 1.6854 0.0896 0.1314 0.441 2.6391 0.0169
164 2011 1 0.0432 0.1154 1.1908 13.8501 0.0111 0.3932 0.425 0.3871 0.2038 0 0.7001 3.0445 0.0299
164 2012 1 0.0563 0.1673 1.1284 13.807 0.031 0.3473 0.9702 0.4052 0.2507 0 0.5326 3.091 0.0954
164 2013 1 0.4313 0.3686 2.2988 13.9324 0.0218 0.2607 1.6937 0.5367 0.3818 0 0.43 3.1355 0.1284
164 2014 1 0.1971 0.2006 1.7913 14.0454 0.0566 0.1972 3.2185 0.619 0.4512 0.0031 0.3666 3.1781 0.056
164 2015 1 0.3706 -0.1315 1.7384 14.134 0.0398 0.4069 1.6032 0.5279 0.2416 0.0105 0.2969 3.2189 0.0327
164 2016 1 0.361 -0.0393 2.1354 14.221 0.0957 0.5372 1.2702 1.1318 0.1313 0.1559 0.2414 3.2581 0.0168
165 2009 1 0.0106 0.1161 3.1395 12.7712 0.4869 0.3027 3.5093 0.8807 0.5453 0.2158 0.1396 3.2958 0.0628
165 2010 1 0.101 -0.0216 2.1869 13.0284 0.1953 0.5223 1.0138 0.8654 0.3654 0.1631 0.1379 3.3322 0.0023
165 2011 1 0.0462 0.0258 2.0746 13.0877 0.1491 0.5158 1.0156 0.8748 0.3676 0.0968 0.1717 3.3673 0.0043
165 2012 1 0.1662 0.282 1.9977 13.2024 0.1697 0.4753 1.7668 0.897 0.4151 0.0904 0.1634 3.4012 0.003
165 2013 1 0.4311 0.1046 5.0521 13.3599 0.1697 0.5129 1.4084 0.8104 0.3778 0.0876 0.2102 3.434 0.0649
165 2014 1 0.1168 0.0457 3.1544 13.5549 0.0707 0.5982 0.9281 0.8109 0.2634 0.074 0.1993 3.4657 0.046
165 2015 1 0.4352 -0.1049 1.7058 13.5867 0.0569 0.764 0.7964 0.6882 0.1351 0 0.1798 3.4965 0.0541
165 2016 1 0.0152 0.2002 4.5995 13.7907 0.2164 0.7999 0.8037 0.3895 0.1078 0.041 0.1397 3.5264 0.0134
166 2010 1 0 0 1.0222 14.0906 0.0641 0.6249 0.6878 0.5246 0.1567 4e-04 0.0716 2.8904 0.0157
166 2011 1 0.202 0.1215 1.0174 14.1595 0.054 0.6225 0.7795 0.559 0.1097 0.1834 0.064 2.9444 0.0536
166 2012 1 0.2055 0.0749 1.0002 14.5024 0.0046 0.6914 0.645 0.6171 0.1044 0.1425 0.1237 2.9957 0.0382
166 2013 1 0.2517 0.408 1.237 14.691 0.0038 0.6685 0.6915 0.7049 0.1238 0.1464 0.1431 3.0445 0.3074
166 2014 1 0.2246 0.142 1.0596 14.7006 0.0046 0.6258 0.6338 0.7411 0.089 0.1486 0.7703 3.091 0.4227
166 2015 1 0.9787 -0.2909 0.8983 14.7905 0.0068 0.6541 0.6382 0.744 0.0148 0.1099 0.7647 3.1355 0.1732
167 2009 1 0.1258 0.1385 1.3283 13.7621 0.1312 0.326 1.2589 0.5941 0.2731 0.1839 0.2081 3.7377 0.0926
167 2010 1 0.1381 -0.014 1.1608 13.7772 0.0858 0.3573 1.1915 0.6076 0.2212 0.1707 0.2085 3.7612 0.0937
167 2011 1 0.129 0.1146 1.2651 13.8084 0.1071 0.3492 1.2732 0.6244 0.2573 0.1375 0.2133 3.7842 0.0733
167 2012 1 0.0981 0.1157 1.2592 13.9129 0.0479 0.3546 1.379 0.6588 0.2663 0.1207 0.2077 3.8067 0.0829
167 2013 1 0.1177 0.1979 2.1214 14.0135 0.0147 0.3649 1.2837 0.6865 0.2846 0.1064 0.2119 3.8286 0.2691
167 2014 1 0.283 0.2676 1.0536 14.256 0.1507 0.4197 1.2831 0.5303 0.3352 0.0896 0.1848 3.8501 0.2136
167 2015 1 0.6589 0.0375 1.5093 14.4143 0.0766 0.309 1.9102 0.434 0.3128 0.0904 0.2063 3.8712 0.1719
168 2015 1 0.1793 -0.2868 0.9532 14.1319 0.0116 0.7735 1.5013 0.223 0.0053 0 0.8711 3.2189 0.0012
168 2016 0 -2.5241 0.0859 0.9998 14.1379 0.0067 0.7945 1.5464 5.5606 -0.0188 0 0.8922 3.2581 0.0014
169 2009 1 0.4059 0.1078 1.3927 14.7797 0.0143 0.733 0.6221 0.5657 0.0622 0.1137 0.7722 2.3979 0.0012
169 2010 1 0.5706 0.6789 1.147 14.8039 0.0386 0.6371 0.832 0.6881 0.1428 0.1084 0.6814 2.4849 0.0013
169 2011 1 0.0965 0.1959 1.2007 14.7442 0.0165 0.5505 0.7576 0.7351 0.1737 0.0876 0.655 2.5649 0.0307
169 2012 1 0.2939 0.2917 1.3967 14.7507 0.0395 0.4595 1.0264 0.7811 0.2632 0.0733 0.5814 2.6391 0.1141
169 2013 1 0.3086 0.3796 2.4438 14.8345 0.0185 0.3255 1.4095 0.8387 0.3771 0.0749 0.508 2.7081 0.0644
169 2014 1 0.3004 -0.192 1.8497 14.9644 0.033 0.434 1.2456 0.8312 0.2152 0.0734 0.3981 2.7726 0.0087
169 2015 1 0.9376 -0.4281 1.9435 14.9043 0.0335 0.6121 0.8386 0.7384 0.0463 0 0.4129 2.8332 0.0014
170 2015 0 0 1.0403 0.761 13.5081 0.002 0.3204 0.276 -0.0638 -0.0117 0 0.9167 2.1972 0.0356
170 2016 0 -0.0456 0.3276 0.7102 13.4808 0.002 0.3715 0.2197 -6.4766 -0.0112 0 0.9305 2.3026 0.0572
171 2014 1 0.428 0.4085 1.3669 14.4399 0.391 0.5584 3.9351 0.4769 0.1988 0.1451 0.3665 2.4849 0.0103
171 2015 1 0.3433 -0.2885 1.4443 14.4178 0.3676 0.5856 4.0546 0.4302 0.124 0.1875 0.3119 2.5649 0.0111
171 2016 1 0.0265 -0.0377 2.1896 14.4715 0.4007 0.6037 3.1307 1.1794 0.1219 0.1804 0.2313 2.6391 0.003
172 2009 1 0.3958 0.7779 1.1365 14.4997 0.0208 0.6034 0.6657 0.2962 0.1357 0.1306 0.6797 2.9957 0.0434
173 2009 1 0.1982 0.2811 2.4363 12.6831 0.0246 0.353 2.3668 0.6929 0.3944 0.2256 0.2355 3.7377 0.0686
173 2010 1 0.0992 0.1486 3.3419 12.8548 0.0115 0.3685 2.2545 0.735 0.3823 0.2245 0.2366 3.7612 0.0663
173 2011 1 0.3091 0.1664 2.7792 13.1798 0.0313 0.3985 2.189 0.6547 0.339 0.2007 0.1846 3.7842 0.0534
173 2012 1 0.2165 0.3535 2.1502 13.5109 0.0453 0.4553 1.8872 0.7262 0.3314 0.2246 0.1822 3.8067 0.0993
173 2013 1 0.0126 0.7252 2.9863 14.1645 0.1758 0.4611 2.8327 0.712 0.3387 0.1961 0.1433 3.8286 0.1058
173 2014 1 0.007 0.1847 2.3124 14.2778 0.1594 0.4792 2.5162 0.7339 0.3056 0.2255 0.1604 3.8501 0.0489
173 2015 1 0.199 0.1762 3.3193 14.5062 0.0621 0.4704 2.1734 0.7918 0.3227 0.203 0.2363 3.8712 0.0507
173 2016 1 0.3795 0.1678 11.5376 14.6661 0.0558 0.4199 2.4051 0.2126 0.3173 0.2095 0.245 3.8918 0.005
174 2014 1 1.1088 -0.1564 1.1663 11.6158 0.1144 0.3068 2.584 0.5009 0.1071 0.1846 0.2219 3.9512 0.0107
174 2015 1 0.1734 0.0188 1.0842 11.6927 0.0263 0.3194 2.556 0.5231 0.0775 0.1958 0.199 3.9703 0.0062
174 2016 1 1.1424 0.0802 2.0453 11.9559 0.0473 0.5221 1.6532 1.0272 0.0064 0.1465 0.1487 3.989 0.0138
175 2009 0 -1.2484 -0.3469 1.0557 12.4027 0.0768 0.474 1.5004 -0.2688 -0.132 0 0.2592 3.2958 0.0354
175 2010 0 -0.3895 0.1999 1.0916 12.2902 0.0327 0.5044 1.4086 -0.2753 -0.0839 0 0.2779 3.3322 0.0381
175 2011 0 -1.6222 -0.0587 1.1574 12.4279 0.0493 0.5631 1.3368 -0.2606 0.005 0 0.2253 3.3673 0.0466
175 2012 0 1.2507 -0.0033 1.7769 12.2982 0.0348 0.4095 2.0764 -0.0618 0.0931 0 0.174 3.4012 0.0547
175 2013 0 6.0218 -0.4726 2.0121 12.429 0.0631 0.5407 1.5479 -0.1978 -0.0505 0 0.1642 3.434 0.0999
175 2014 0 -0.4359 -0.2178 1.6816 12.3416 0.0335 0.6037 1.3799 -0.5148 -0.1042 0 0.1685 3.4657 0.0624
175 2015 0 -0.4796 0.09 2.1633 12.0282 0.0691 0.773 1.055 -2.6184 -0.2891 0 0.1752 3.4965 0.015
175 2016 0 -0.4928 -0.6027 1.0759 11.9931 0.052 0.9137 0.9057 -1.0118 -0.1446 0 0.1397 3.5264 0.5294
176 2009 1 0.7451 0.4019 0.9834 14.2346 0.0441 0.659 1.4032 0.281 0.0281 0.2059 0.0703 3.2189 0.3995
176 2010 1 0.5055 0.0484 1.0569 14.5477 0.0334 0.7286 1.2922 0.3395 0.0433 0.0466 0.0563 3.2581 0.5135
176 2011 1 0.0737 0.2196 0.9951 14.7149 0.0337 0.7873 1.1939 0.287 0.0407 0.0166 0.0453 3.2958 0.6485
176 2012 1 0.6742 -0.0043 1.0224 14.6234 0.0237 0.7995 1.1128 0.1711 0.0158 0 0.0942 3.3322 0.1365
176 2013 1 0.0306 -0.1202 0.9662 14.6156 0.0399 0.6911 2.3736 0.1407 0.0152 0 0.1037 3.3673 0.7839
176 2014 0 -4.2679 -0.0292 1.162 14.567 0.0506 0.7502 1.3092 -0.2705 -0.0637 0 0.1182 3.4012 0.762
176 2015 0 5.7434 -0.1672 1.2385 14.7397 0.0631 0.7234 1.3206 0.0329 0.0887 0 0.0862 3.434 0.9841
176 2016 1 0.6859 0.4503 1.3378 14.719 0.039 0.7 1.2907 9.5093 0.0315 0 0.0861 3.4657 0.5318
177 2015 1 0.0803 0.1414 1.4964 12.208 0.1035 0.5732 1.6296 0.8714 0.1715 0.0174 0.1039 3.8067 2e-04
177 2016 1 0.0946 -0.015 7.3545 12.444 0.1492 0.6262 1.4803 0.1193 0.1549 0.0146 0.1078 3.8286 0
178 2009 1 0.1045 0.1707 1.225 11.8239 0.0173 0.2952 1.2062 0.3825 0.141 0.1895 0.3066 3.2581 0.0286
178 2010 1 0.0909 0.1427 1.2424 12.0784 0.2113 0.231 2.6391 0.2395 0.1447 0.1444 0.2206 3.2958 0.0692
178 2011 1 0.8558 -0.0396 1.6722 12.2605 0.2416 0.2707 1.9294 0.1352 0.088 0.1268 0.3113 3.3322 0.0296
178 2012 1 0.8159 0.4198 0.9828 12.9656 0.1653 0.2398 1.7384 0.2288 0.163 0.1064 0.3147 3.3673 0.6592
178 2013 1 0.3113 0.9112 1.6984 13.1578 0.1239 0.2212 1.7317 0.3702 0.2106 0.1419 0.4174 3.4012 0.7112
178 2014 1 0.0591 -0.4829 3.0808 13.7 0.01 0.472 1.0597 0.4482 0.1127 0.1031 0.6792 3.434 0.3807
178 2015 1 0.4536 2.7423 1.7422 13.8822 0.0632 0.412 1.7874 0.5748 0.1826 0.118 0.5586 3.4657 0.4304
178 2016 1 0.2833 0.1235 2.6722 14.0216 0.059 0.3301 2.367 1.7513 0.2177 0.1127 0.4333 3.4965 0.5071
179 2010 0 -1.2801 1.0736 1.0655 14.7519 0.0103 1.0189 0.6937 3.8426 -0.1257 0 0.8179 3.8067 0.1013
179 2011 0 -2.8513 0.1809 1.0181 14.7499 0.0161 0.9765 0.829 -1.2937 0.0424 0 0.7595 3.8286 0.0356
179 2012 0 -3.3604 0.0957 1.1306 14.7666 0.01 1.0793 0.4083 1.6681 -0.1024 0 0.7089 3.8501 0.0064
179 2013 0 -0.1558 0.2292 1.2228 14.9431 0.0045 1.1353 0.2663 1.3283 -0.0688 0 0.7431 3.8712 0.004
179 2014 0 -0.333 0.0894 1.2426 14.9617 0.0069 1.1745 0.2859 1.2497 -0.0418 0 0.6878 3.8918 0.0218
179 2015 0 -1.1371 -0.0022 1.1344 15.3354 0.0068 0.8791 0.2945 -1.6803 -0.053 0 0.7409 3.912 0.0761
179 2016 0 -0.1182 0.0025 0.996 15.2991 0.0071 0.9397 0.2651 -1.1751 -0.065 0 0.7454 3.9318 0.0968
180 2009 1 0.0538 0.0116 1.231 12.5072 0.0066 0.6052 1.7918 0.2295 0.0946 0.1818 0.2641 3.8918 0.2661
180 2010 1 0.6163 -0.1205 1.178 12.6679 0.0121 0.7257 1.02 0.0507 0.0317 0.1 0.3236 3.912 0.1029
180 2011 0 4.9026 0.1262 0.6772 13.6455 0.0012 0.5382 0.7249 -0.0285 -0.0066 0 0.6902 3.9318 0.042
180 2012 0 7.5702 0.1121 1.0986 13.492 0.0417 0.8329 0.7754 -0.0668 0.0111 0.1041 0.7212 3.9512 0.0512
180 2013 1 1.1673 0.6056 1.7745 13.7462 0.001 0.7151 1.0577 0.4419 0.1631 0.0591 0.6618 3.9703 1.4251
180 2014 1 0.6133 0.2781 1.3716 13.7759 0.0051 0.8058 0.7194 0.2055 0.0582 0.225 0.5854 3.989 0.9577
180 2015 0 1.3891 -0.0417 1.2124 13.993 0.0091 0.7869 0.9096 0.1244 9e-04 0.8633 0.4694 4.0073 0.9652
180 2016 0 -1.4538 -0.1862 1.4275 13.7435 0.0043 0.867 0.6456 -1.7892 -0.078 0 0.5343 4.0254 0.9485
181 2010 1 0.2335 0.0552 1.4991 12.5865 0.0181 0.7646 1.0533 0.4409 0.0984 0.212 0.1603 2.6391 0.0094
181 2011 1 0.3864 0.2113 1.2142 12.7838 0.0122 0.7531 1.3364 0.5624 0.1108 0.2161 0.1514 2.7081 0.0094
181 2012 1 0.4953 0.4717 0.8447 13.2155 0.0428 0.6946 1.2677 0.4755 0.1074 0.2136 0.1272 2.7726 0.0037
181 2013 1 0.3192 0.3002 1.7085 13.4366 0.0362 0.669 1.3304 0.589 0.1362 0.2233 0.1183 2.8332 0.0706
181 2014 1 0.1497 0.1391 1.4518 13.567 0.0174 0.7152 1.2431 0.579 0.0967 0.2243 0.1269 2.8904 0.0663
181 2015 1 0.1676 0.1517 1.2722 13.7855 0.0088 0.7975 1.1449 0.5242 0.0612 0.2316 0.0989 2.9444 0.0403
181 2016 1 0.2395 0.2239 1.7565 13.9291 0.0108 0.6781 1.3644 0.7164 0.0747 0.2266 0.0923 2.9957 0.0279
182 2011 1 1.7217 -0.3877 1.1581 11.6708 0.0206 0.6808 1.0956 0.3048 0.0618 0.1271 0.2381 3.2958 0.0111
182 2012 1 0.3377 0.2824 1.4565 11.9113 0.0624 0.6961 1.1672 0.4259 0.0779 0.1406 0.1814 3.3322 0.3516
182 2013 1 0.4739 0.5974 2.296 11.9691 0.0323 0.7124 1.1947 0.4275 0.0371 0.0945 0.1561 3.3673 1.0343
182 2014 1 0.1585 -0.0518 2.0444 12.0253 0.0216 0.7247 1.0447 0.2686 0.0365 0.0963 0.2527 3.4012 0.0989
182 2015 1 0.2377 -0.1837 2.7463 12.366 0.0094 0.8139 0.692 0.2266 0.0364 0.0911 0.4381 3.434 0.1908
182 2016 0 0.2623 -0.0045 6.5939 13.196 0.0184 0.4899 0.541 -60.1027 0.0109 0.1033 0.737 3.4657 0.0674
183 2009 1 0.7289 -0.1728 1.1925 12.203 0.0314 0.823 0.9286 0.2638 0.0541 0.1556 0.1943 3.091 0.0123
183 2010 1 0.6722 0.1795 1.1146 12.2557 0.0271 0.7523 1.1559 0.5009 0.1444 0.0352 0.0994 3.1355 0.2465
183 2011 1 0.137 0.5281 0.9557 12.5412 0.0313 0.7499 1.2081 0.6285 0.0894 0.209 0.2011 3.1781 0.2365
183 2012 1 0.0146 0.2703 1.1151 12.984 0.0698 0.8132 0.9587 0.6805 0.0586 0.225 0.3039 3.2189 0.7176
183 2013 1 0.7631 0.438 1.1136 13.1018 0.0262 0.7867 0.9862 0.224 0.0528 0.225 0.382 3.2581 0.6216
183 2014 1 0.0648 0.1391 1.4797 13.208 0.0274 0.7674 1.0304 0.3388 0.0521 0.225 0.4242 3.2958 0.278
183 2015 0 1.3904 -0.1343 1.6955 13.9599 0.0059 0.4295 0.7831 0.0388 0.0018 0.0483 0.7178 3.3322 0.1081
183 2016 1 1.3011 0.256 1.5453 14.0376 0.0148 0.4413 0.8011 10.1628 0.0363 0.1365 0.6993 3.3673 0.4746
184 2012 1 0.8258 0.8106 2.0752 16.1304 0.1972 0.4634 3.0832 0.6422 0.3511 0 0.4758 2.7726 0.2968
184 2013 1 0.0379 -0.092 2.0934 16.083 0.1613 0.4262 2.202 0.6491 0.3489 0 0.5309 2.8332 0.1777
184 2014 1 0.1149 0.3818 1.7776 16.1056 0.0423 0.507 1.1005 0.6008 0.2898 0 0.5595 2.8904 0.0588
184 2015 1 0.6431 -0.1024 1.0777 16.1419 0.032 0.4093 0.9473 0.3869 0.2094 0 0.6217 2.9444 0.1057
184 2016 1 0.2346 -0.0695 2.0767 16.1165 0.0345 0.4622 0.6276 2.2268 0.1538 0 0.6933 2.9957 0.0171
185 2009 0 0.9521 -0.0654 1.1475 12.4928 0.0178 0.8992 0.9717 0.0327 -0.0031 0 0.151 3.5264 9e-04
185 2010 0 -2.1267 0.0226 1.2042 12.5169 0.0109 0.9491 0.9253 -2.7705 -0.1179 0 0.1761 3.5553 0.0331
185 2011 0 -0.1337 -0.0098 1.3135 12.5459 0.031 1.0924 0.8461 3.016 -0.1423 0 0.2086 3.5835 9e-04
185 2012 0 -0.06 -0.3275 1.4317 12.5556 0.0129 1.254 1.2424 1.7267 -0.1294 0 0.2103 3.6109 0.0417
